roi,policy,method,seed,N_budget,N_spawn,N_retained,retain_fraction,N_GT_evaluation_only,pred_to_gt,gt_to_pred,symmetric_chamfer,equal_cardinality_chamfer,normal_error,appearance_rmse,seam_error,fscore_0.5x,precision_0.5x,recall_0.5x,fscore_1.0x,precision_1.0x,recall_1.0x,fscore_2.0x,precision_2.0x,recall_2.0x,pruned_by
ramen_sample_011,hard,C3,0,123,123,123,1.0,101,0.024366359818513077,0.013266978973215512,0.018816669395864294,0.018888693934415106,57.58599853515625,1.2365966027148834,1.429097708271911,0.0,0.0,0.0,0.08415147265028265,0.07317073170731707,0.09900990099009901,0.39002352941130874,0.3008130081300813,0.5544554455445545,dist_boundary<=0.50
ramen_sample_012,hard,C3,0,133,133,133,1.0,186,0.0056172893431004015,0.009261848503356086,0.0074395689232282436,0.007754733977118044,23.186098098754883,0.8850234405219775,0.7346111192468098,0.03960396039565159,0.07518796992481203,0.026881720430107527,0.21245652861166175,0.3609022556390977,0.15053763440860216,0.6415094339618042,0.8947368421052632,0.5,dist_boundary<=0.50
ramen_sample_013,hard,C3,0,197,197,197,1.0,56,0.15797912777397852,0.0729477717187228,0.11546344974635066,0.1210277016921269,66.1378402709961,0.7505547938715662,0.7628531825827969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dist_boundary<=0.50
ramen_sample_014,hard,C3,0,72,72,72,1.0,95,0.012242952069000779,0.01861609839876245,0.015429525233881615,0.015994156382170478,49.31058120727539,0.39560625205096683,0.442552146759976,0.047904191616275946,0.05555555555555555,0.042105263157894736,0.19160525472562945,0.3194444444444444,0.1368421052631579,0.45728845380137745,0.7638888888888888,0.3263157894736842,dist_boundary<=0.50
ramen_sample_015,hard,C3,0,94,94,94,1.0,60,0.02749406538692385,0.018009026061215853,0.02275154572406985,0.024345987743362635,63.37934112548828,0.78888373980463,0.8692786599343498,0.0,0.0,0.0,0.07228915662601479,0.06382978723404255,0.08333333333333333,0.11940298507420806,0.0851063829787234,0.2,dist_boundary<=0.50
ramen_sample_016,hard,C3,0,133,133,133,1.0,177,0.01592515012992231,0.013439242842460683,0.014682196486191498,0.01496014363623318,62.1392822265625,1.1741706812879515,1.2073527792821073,0.04123711340158529,0.05263157894736842,0.03389830508474576,0.2362000346075826,0.2932330827067669,0.1977401129943503,0.5424467712423506,0.5037593984962406,0.5875706214689266,dist_boundary<=0.50
ramen_sample_017,hard,C3,0,114,114,114,1.0,56,0.02111275815611699,0.01837522602703165,0.01974399209157432,0.02374428865360413,53.08718490600586,0.7283957609096398,0.7204239637353524,0.023529411764264083,0.017543859649122806,0.03571428571428571,0.1192660550453726,0.11403508771929824,0.125,0.6248131539606392,0.5789473684210527,0.6785714285714286,dist_boundary<=0.50
ramen_sample_018,hard,C3,0,117,117,117,1.0,56,0.029060244681177388,0.022547059128413094,0.025803651904795243,0.028257369958235443,47.11435317993164,0.8467686854405858,0.8663458119299117,0.03468208092441765,0.02564102564102564,0.05357142857142857,0.15791757049846653,0.11965811965811966,0.23214285714285715,0.6035889070141855,0.5555555555555556,0.6607142857142857,dist_boundary<=0.50
ramen_sample_019,hard,C3,0,61,61,61,1.0,56,0.0223693543011796,0.01629734432898967,0.019333349315084635,0.019542564010500457,41.25922393798828,0.9358968240931117,1.03198819610974,0.08547008546958637,0.08196721311475409,0.08928571428571429,0.34702430846555515,0.3770491803278688,0.32142857142857145,0.7774898185852173,0.6885245901639344,0.8928571428571429,dist_boundary<=0.50
ramen_sample_020,hard,C3,0,37,37,37,1.0,56,0.041884361198760905,0.028779058849530602,0.03533171002414576,0.035665457185292064,43.12329864501953,0.7784341035805854,0.7607433829146124,0.021505376343606893,0.02702702702702703,0.017857142857142856,0.11594202898500987,0.10810810810810811,0.125,0.48691358024641535,0.4594594594594595,0.5178571428571429,dist_boundary<=0.50
